    132   1.35416675 0.0930631682  0.108333282
    133   1.43887353  0.141666785 0.0583333075
    134 0.0611263327 0.0583333075 0.0583333075
    135 0.0500000566 0.0500000268  0.150000066
    136  0.150000006  0.100000001  0.100000001
    137  0.349999994  0.100000001  0.100000001
    138   0.25000006  0.100000001 0.0999999046
    139  0.450000048  0.100000001 0.0999999046
    140    1.4416666 0.0583333075 0.0611263029
    141 0.0499999598  0.149999887 0.0500000268
    142  0.550000012  0.100000001 0.0999999046
    143 0.0583333373  0.141666606  0.138873696
    144   0.94458133  0.120335326  0.107227869
    145  0.854166806  0.108333282  0.106936738
    146   1.05000007  0.100000001  0.100000001
    147  0.649999976  0.100000001 0.0999999046
    148  0.754166842  0.108333282  0.106936738
    149   1.15000021  0.100000001  0.100000001
    150   1.26426303  0.122037821 0.0692607164
    151   1.44999981   0.04999993  0.149999887
